daily_stat,percentile,baseline,top_frac,LC_code,LC_name,count_hot,fraction_hotspot,fraction_global,enrichment_ratio,difference,reliable
daily_maximum,p95,1981_2020,0.1,8,Woody Savanna,305,0.04523880154256897,0.02796060730406237,1.617947745219263,0.0172781942385066,True
daily_maximum,p95,1981_2020,0.1,9,Savanna,613,0.09092257490358945,0.053992613869511694,1.6839817224505813,0.03692996103407775,True
daily_maximum,p95,1981_2020,0.1,10,Grass,582,0.08632453277959062,0.06569552728764874,1.3140092840965794,0.020629005491941882,True
daily_maximum,p95,1981_2020,0.1,11,Wetland,6,0.0008899436369029962,0.00019696347968814116,4.518318006526254,0.000692980157214855,False
daily_maximum,p95,1981_2020,0.1,12,Cropland,3794,0.5627410264016612,0.1954616331555191,2.8790357335954324,0.3672793932461421,True
daily_maximum,p95,1981_2020,0.1,13,Urban,69,0.010234351824384456,0.007558473533032417,1.3540236371349033,0.0026758782913520384,False
daily_maximum,p95,1981_2020,0.1,14,Crop/Nat Mosaic,45,0.006674577276772471,0.008961838325810422,0.7447776933834485,-0.0022872610490379504,False
daily_maximum,p95,1981_2020,0.1,16,Barren,3,0.0004449718184514981,0.09854739433729996,0.004515307801325369,-0.09810242251884846,False
daily_maximum,p95,1981_2020,0.1,17,Water,60,0.008899436369029961,0.45545342634386543,0.019539728662203375,-0.4465539899748355,True
daily_maximum,p95,1991_2020,0.05,1,ENF,8,0.002373183031741323,0.008247845711940911,0.2877336839976918,-0.005874662680199588,False
daily_maximum,p95,1991_2020,0.05,4,DBF,297,0.08810442005339662,0.024160853508411982,3.646577304180156,0.06394356654498465,True
daily_maximum,p95,1991_2020,0.05,5,MF,116,0.034411153960249186,0.02656544932293804,1.2953349119729265,0.007845704637311147,True
daily_maximum,p95,1991_2020,0.05,7,Open Shrub,72,0.021358647285671908,0.025736561345917112,0.8298951440558424,-0.004377914060245205,True
daily_maximum,p95,1991_2020,0.05,8,Woody Savanna,110,0.03263126668644319,0.02796060730406237,1.1670442752401242,0.004670659382380822,True
daily_maximum,p95,1991_2020,0.05,9,Savanna,278,0.08246811035301098,0.053992613869511694,1.5273961463010166,0.028475496483499285,True
daily_maximum,p95,1991_2020,0.05,10,Grass,254,0.07534856125778701,0.06569552728764874,1.1469359386959834,0.009653033970138267,True
daily_maximum,p95,1991_2020,0.05,11,Wetland,6,0.0017798872738059924,0.00019696347968814116,9.036636013052508,0.0015829237941178513,False
daily_maximum,p95,1991_2020,0.05,12,Cropland,2135,0.6333432215959656,0.1954616331555191,3.2402431688066673,0.43788158844044645,True
daily_maximum,p95,1991_2020,0.05,13,Urban,34,0.010086027884900622,0.007558473533032417,1.3344001061619335,0.002527554351868205,False
daily_maximum,p95,1991_2020,0.05,14,Crop/Nat Mosaic,13,0.00385642242657965,0.008961838325810422,0.430316000621548,-0.005105415899230772,False
daily_maximum,p95,1991_2020,0.05,16,Barren,2,0.0005932957579353308,0.09854739433729996,0.00602041040176716,-0.09795409857936463,False
daily_maximum,p95,1991_2020,0.05,17,Water,46,0.013645802432512608,0.45545342634386543,0.029960917282045176,-0.4418076239113528,True
daily_maximum,p95,1991_2020,0.1,1,ENF,24,0.0035592466261308024,0.008247845711940911,0.43153651880003807,-0.004688599085810109,False
daily_maximum,p95,1991_2020,0.1,4,DBF,553,0.0820109743437639,0.024160853508411982,3.3943740569930814,0.057850120835351924,True
